STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 03:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 04:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 05:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 06:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 07:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 08:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 09:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 11:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 13:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 14:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130223 15:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130224 23:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 01:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 02:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 03:00,0.1, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 04:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 05:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 06:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 07:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 09:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 11:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 13:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 14:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 15:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 16:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 18:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130225 19:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130227 07:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130227 09:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130227 20:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130227 21:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130228 00:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130228 01:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130228 02:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130228 03:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130228 10:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130228 11:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130228 15:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130228 16:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130228 21:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130228 22:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130301 01:00,0,g, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130302 20:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130302 21:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130302 22:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 05:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 06:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 07:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 08:00,0.1, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 09:00,0.05, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 10:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 12:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 13:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 16:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 17:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 18:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 19:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 20:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 21:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130305 22:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 00:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 01:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 02:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 03:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 04:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 05:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 07:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 08:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 09:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 10:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 11:00,0.05, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 12:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 13:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 14:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 15:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 16:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 17:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 20:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130306 21:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130310 16:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130310 19:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130310 20:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130311 06:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130311 07:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130311 08:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130316 12:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130316 13:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130316 14:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130316 15:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130316 16:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130316 17:00,0.18, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130316 18:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130316 21:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130316 22:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130317 12:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130317 17:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 11:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 12:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 13:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 14:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 15:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 16:00,0.07, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 17:00,0.11, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 18:00,0.07, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 19:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 20:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 21:00,0.16, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 22:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130319 23:00,0.13, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 00:00,0.05, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 01:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 03:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 04:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 05:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 06:00,0.06, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 07:00,0.3, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 08:00,0.05, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 09:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 12:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 13:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 14:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 15:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 16:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 17:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 18:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130320 19:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130321 12:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130321 15:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130321 18:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130321 21:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130322 00:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130322 01:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130322 13:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130322 14:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130322 15:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130322 16:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130326 04:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130326 05:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130326 06:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130326 07:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130326 08:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130326 09:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130326 10:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130326 11:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130326 19:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130327 17:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130327 18:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130328 06:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130328 07:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130328 08:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130328 20:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130328 21:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130329 03:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130401 01:00,0,g, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 02:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 03:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 05:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 06:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 07:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 08:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 09:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 10:00,0.06, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 11:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 12:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 13:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 14:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130404 15:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 02:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 05:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 10:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 11:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 14:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 15:00,0.05, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 16:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 17:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 18:00,0.16, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 19:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 20:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 21:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 22:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130405 23:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 00:00,0.1, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 01:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 02:00,0.15, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 03:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 04:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 06:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 07:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 12:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 13:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 14:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 15:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 16:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 17:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 18:00,0.04, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 19:00,0.06, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 20:00,0.05, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 21:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 22:00,0.06, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130406 23:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 00:00,0.05, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 02:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 03:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 04:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 07:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 08:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 09:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 10:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 11:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 12:00,0.05, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 13:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 14:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 19:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 21:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 22:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130407 23:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130408 05:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130410 10:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130410 12:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130410 13:00,0.13, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130412 13:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130412 19:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130412 22:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130412 23:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130413 01:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130413 02:00,0.05, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130413 03:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130413 04:00,0.03, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130413 05:00,0.01, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130413 07:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130413 11:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130413 12:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130413 14:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130413 18:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130414 03:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130414 04:00,0.02, , 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130414 10:00,0,T, 
COOP:357500,SALEM AIRPORT MCNARY FIELD OR US,62.5,44.905,-123.0011,20130414 12:00,0.01, , 
